"日期","收市","開市","高","低","成交量","更改%"
"2021年8月13日","135.65","136.60","136.85","135.55","7.82M","-0.95%"
"2021年8月12日","136.95","137.20","137.25","136.50","2.38M","-0.18%"
"2021年8月11日","137.20","137.35","137.65","136.60","3.87M","-0.33%"
"2021年8月10日","137.65","138.45","138.50","137.50","2.68M","-0.54%"
"2021年8月9日","138.40","138.20","138.55","136.70","5.19M","-0.29%"
"2021年8月6日","138.80","138.90","139.00","137.80","4.03M","-0.14%"
"2021年8月5日","139.00","139.25","139.45","138.85","5.84M","-0.18%"
"2021年8月4日","139.25","138.65","139.30","138.45","5.64M","0.58%"
"2021年8月3日","138.45","137.95","138.45","137.70","6.22M","0.40%"
"2021年8月2日","137.90","137.00","138.00","136.05","7.38M","1.36%"
"2021年7月30日","136.05","136.60","136.60","136.00","4.04M","-0.33%"
"2021年7月29日","136.50","135.85","136.60","135.25","10.89M","1.68%"
"2021年7月28日","134.25","136.10","136.10","133.75","31.58M","-1.58%"
"2021年7月27日","136.40","136.50","137.05","136.05","10.68M","-0.04%"
"2021年7月26日","136.45","137.75","138.05","136.25","12.15M","-0.87%"
"2021年7月23日","137.65","138.05","138.30","137.35","3.24M","0.00%"
"2021年7月22日","137.65","137.80","138.55","137.25","6.24M","0.69%"
"2021年7月21日","136.70","138.00","138.00","136.10","13.27M","-0.36%"
"2021年7月20日","137.20","137.80","138.30","137.05","8.44M","-0.80%"
"2021年7月19日","138.30","139.00","139.20","137.55","10.86M","-1.14%"
"2021年7月16日","139.90","139.80","140.00","139.05","9.51M","-1.34%"
"2021年7月15日","141.80","140.95","141.85","140.80","12.34M","0.93%"
"2021年7月14日","140.50","140.20","141.10","140.15","9.60M","0.25%"
"2021年7月13日","140.15","140.00","141.00","139.95","14.01M","0.83%"
"2021年7月12日","139.00","139.05","140.05","138.55","13.74M","0.91%"
"2021年7月9日","137.75","137.90","137.90","136.95","7.18M","-0.79%"
"2021年7月8日","138.85","139.15","139.50","138.20","4.09M","-0.11%"
"2021年7月7日","139.00","139.60","139.65","138.60","6.78M","-0.54%"
"2021年7月6日","139.75","139.85","140.05","139.45","6.55M","0.11%"
"2021年7月5日","139.60","138.75","140.00","138.75","7.88M","0.94%"
"2021年7月2日","138.30","138.30","138.50","137.90","4.83M","0.00%"
"2021年7月1日","138.30","139.00","139.20","138.05","4.68M","-0.47%"
"2021年6月30日","138.95","138.10","139.35","138.05","9.76M","0.98%"
"2021年6月29日","137.60","137.90","138.70","137.30","9.13M","0.29%"
"2021年6月28日","137.20","137.00","137.50","136.50","4.09M","0.18%"
"2021年6月25日","136.95","137.45","137.95","136.70","6.62M","0.18%"
"2021年6月24日","136.70","137.05","137.25","136.45","6.29M","-0.26%"
"2021年6月23日","137.05","135.00","137.15","134.80","6.52M","1.63%"
"2021年6月22日","134.85","135.60","136.05","134.50","6.08M","0.11%"
"2021年6月21日","134.70","136.90","137.00","134.60","16.68M","-2.39%"
"2021年6月18日","138.00","138.85","138.85","137.95","2.25M","-0.22%"
"2021年6月17日","138.30","137.80","138.30","137.15","3.28M","-0.29%"
"2021年6月16日","138.70","138.70","138.95","138.15","7.33M","-0.11%"
"2021年6月15日","138.85","138.60","139.00","138.40","4.13M","0.54%"
"2021年6月11日","138.10","138.10","138.50","137.85","3.43M","0.36%"
"2021年6月10日","137.60","136.00","137.85","135.80","6.95M","1.55%"
"2021年6月9日","135.50","136.30","136.30","135.05","6.29M","-0.73%"
"2021年6月8日","136.50","137.30","137.50","136.50","3.02M","-0.58%"
"2021年6月7日","137.30","137.20","137.40","134.65","10.99M","0.26%"
"2021年6月4日","136.95","137.00","137.00","136.30","3.27M","-0.47%"
"2021年6月3日","137.60","137.95","138.45","137.50","5.14M","-0.07%"
"2021年6月2日","137.70","137.80","138.00","136.65","5.12M","0.00%"
"2021年6月1日","137.70","137.20","138.10","137.20","5.71M","0.44%"
"2021年5月31日","137.10","135.80","137.55","135.80","10.61M","0.96%"
"2021年5月28日","135.80","134.90","135.90","134.30","9.75M","1.68%"
"2021年5月27日","133.55","133.50","133.70","132.35","5.86M","-0.71%"
"2021年5月26日","134.50","134.85","135.15","133.95","5.25M","0.07%"
"2021年5月25日","134.40","132.90","134.65","132.90","9.31M","1.70%"
"2021年5月24日","132.15","131.55","132.65","131.15","10.38M","-0.15%"
"2021年5月21日","132.35","132.50","133.85","131.30","10.25M","1.42%"
"2021年5月20日","130.50","131.35","131.40","129.70","9.78M","-0.68%"
"2021年5月19日","131.40","132.20","132.65","130.50","17.19M","-0.68%"
"2021年5月18日","132.30","128.35","132.30","128.00","16.61M","4.58%"
"2021年5月17日","126.50","125.20","128.80","124.70","32.51M","-1.90%"
"2021年5月14日","128.95","128.50","130.25","127.85","15.79M","1.14%"
"2021年5月13日","127.50","126.25","130.00","125.00","28.10M","-1.47%"
"2021年5月12日","129.40","132.90","132.90","121.20","40.09M","-2.89%"
"2021年5月11日","133.25","135.75","135.80","132.60","26.85M","-3.76%"
"2021年5月10日","138.45","139.50","139.50","138.10","4.49M","-0.68%"
"2021年5月7日","139.40","138.15","139.45","137.95","7.17M","1.79%"
"2021年5月6日","136.95","136.30","137.50","135.50","8.22M","0.88%"
"2021年5月5日","135.75","137.05","137.30","135.70","9.35M","-0.95%"
"2021年5月4日","137.05","138.25","138.35","135.00","13.83M","-0.87%"
"2021年5月3日","138.25","140.40","140.40","138.10","7.33M","-1.67%"
"2021年4月29日","140.60","141.00","142.00","140.60","9.03M","0.14%"
"2021年4月28日","140.40","141.25","141.25","140.20","3.11M","-0.60%"
"2021年4月27日","141.25","141.20","141.70","140.80","6.75M","0.04%"
"2021年4月26日","141.20","140.00","141.35","139.90","12.22M","1.47%"
"2021年4月23日","139.15","137.90","139.15","137.40","6.13M","0.91%"
"2021年4月22日","137.90","138.55","139.05","137.70","4.15M","-0.07%"
"2021年4月21日","138.00","138.95","138.95","138.00","8.10M","-0.90%"
"2021年4月20日","139.25","138.85","139.55","138.80","4.90M","-0.18%"
"2021年4月19日","139.50","139.25","139.75","138.65","8.22M","0.18%"
"2021年4月16日","139.25","138.90","139.25","138.40","11.33M","0.14%"
"2021年4月15日","139.05","138.05","139.05","137.60","7.80M","0.83%"
"2021年4月14日","137.90","137.35","137.90","136.05","6.61M","0.55%"
"2021年4月13日","137.15","137.20","138.80","137.00","5.82M","0.00%"
"2021年4月12日","137.15","138.05","138.40","136.65","6.15M","-0.58%"
"2021年4月9日","137.95","138.85","138.90","137.65","3.76M","-0.22%"
"2021年4月8日","138.25","137.35","138.25","136.65","6.47M","0.33%"
"2021年4月7日","137.80","137.70","137.95","137.15","4.48M","0.11%"
"2021年4月6日","137.65","138.30","138.30","137.25","9.54M","1.40%"
"2021年4月1日","135.75","135.70","136.05","135.20","7.42M","0.74%"
"2021年3月31日","134.75","135.80","135.80","134.60","7.83M","-0.85%"
"2021年3月30日","135.90","135.80","135.95","135.20","4.94M","0.33%"
"2021年3月29日","135.45","135.20","135.90","135.05","8.32M","0.82%"
"2021年3月26日","134.35","133.05","134.40","132.55","8.13M","1.82%"
"2021年3月25日","131.95","131.10","132.55","130.60","5.19M","0.34%"
"2021年3月24日","131.50","131.80","132.45","131.30","11.08M","-1.57%"
"2021年3月23日","133.60","133.90","134.70","133.60","6.99M","0.15%"
"2021年3月22日","133.40","132.40","133.60","131.60","5.51M","0.45%"
"2021年3月19日","132.80","133.45","133.50","132.30","10.69M","-1.56%"
"2021年3月18日","134.90","135.10","136.05","134.80","7.05M","0.52%"
"2021年3月17日","134.20","135.35","135.40","134.00","6.92M","-0.85%"
"2021年3月16日","135.35","135.45","135.65","134.75","6.87M","0.33%"
"2021年3月15日","134.90","135.25","135.25","134.45","3.85M","-0.26%"
"2021年3月12日","135.25","135.25","135.65","134.50","5.70M","0.41%"
"2021年3月11日","134.70","132.05","134.95","132.05","9.34M","2.12%"
"2021年3月10日","131.90","132.30","132.60","131.40","5.61M","0.42%"
"2021年3月9日","131.35","130.55","131.60","129.75","13.76M","-0.38%"
"2021年3月8日","131.85","133.75","133.80","131.50","12.43M","-0.08%"
"2021年3月5日","131.95","130.05","132.60","129.50","14.72M","-0.60%"
"2021年3月4日","132.75","134.35","134.35","131.70","17.64M","-1.96%"
"2021年3月3日","135.40","133.75","135.40","132.70","8.60M","1.46%"
"2021年3月2日","133.45","135.50","135.65","133.45","7.50M","0.04%"
"2021年2月26日","133.40","134.65","135.20","133.30","27.73M","-3.02%"
"2021年2月25日","137.55","137.85","138.15","136.70","10.37M","0.81%"
"2021年2月24日","136.45","137.00","138.20","136.25","11.23M","-1.48%"
"2021年2月23日","138.50","137.15","138.70","136.45","8.03M","-0.22%"
"2021年2月22日","138.80","139.80","140.75","138.75","7.16M","-0.04%"
"2021年2月19日","138.85","139.55","139.55","137.60","9.33M","-1.07%"
"2021年2月18日","140.35","140.55","141.25","139.60","10.81M","-0.14%"
"2021年2月17日","140.55","139.00","140.85","139.00","19.31M","4.27%"
"2021年2月5日","134.80","134.80","136.30","134.20","9.12M","0.94%"
"2021年2月4日","133.55","133.40","134.55","132.35","6.78M","-0.60%"
"2021年2月3日","134.35","135.45","135.50","134.20","7.32M","-0.07%"
"2021年2月2日","134.45","132.50","135.05","132.50","11.19M","2.83%"
"2021年2月1日","130.75","128.20","130.95","127.55","14.51M","1.99%"
"2021年1月29日","128.20","131.60","131.85","128.20","14.71M","-1.65%"
"2021年1月28日","130.35","130.00","131.30","129.40","15.24M","-2.03%"
"2021年1月27日","133.05","133.30","134.40","132.25","8.12M","0.15%"
"2021年1月26日","132.85","135.55","136.60","131.80","15.08M","-2.03%"
"2021年1月25日","135.60","137.20","137.30","134.20","14.26M","-1.35%"
"2021年1月22日","137.45","138.20","139.00","135.00","24.71M","-3.88%"
"2021年1月21日","143.00","138.40","143.25","138.35","14.03M","3.47%"
"2021年1月20日","138.20","138.10","139.50","137.65","30.37M","0.18%"
"2021年1月19日","137.95","135.20","138.10","135.20","12.26M","2.64%"
"2021年1月18日","134.40","134.60","134.95","132.10","14.50M","-0.07%"
"2021年1月15日","134.50","137.15","138.00","134.40","21.93M","0.34%"
"2021年1月14日","134.05","135.00","135.05","133.35","12.39M","-0.92%"
"2021年1月13日","135.30","132.75","135.45","132.70","10.91M","2.42%"
"2021年1月12日","132.10","132.30","133.15","131.60","11.22M","-0.15%"
"2021年1月11日","132.30","131.20","132.30","130.50","10.49M","0.84%"
"2021年1月8日","131.20","130.60","131.25","129.55","13.30M","1.78%"
"2021年1月7日","128.90","126.55","129.00","126.55","6.86M","2.34%"
"2021年1月6日","125.95","126.10","127.15","124.10","10.86M","1.08%"
"2021年1月5日","124.60","124.20","124.65","123.75","4.96M","0.20%"
"2021年1月4日","124.35","122.20","124.50","122.00","6.31M","1.72%"
"2020年12月31日","122.25","122.15","122.40","121.70","5.85M","0.53%"
"2020年12月30日","121.60","120.00","121.60","119.90","5.50M","1.42%"
"2020年12月29日","119.90","120.05","120.20","119.35","3.18M","-0.08%"
"2020年12月28日","120.00","119.05","120.00","119.05","3.50M","0.88%"
"2020年12月25日","118.95","119.10","119.60","118.60","2.88M","0.13%"
"2020年12月24日","118.80","118.40","118.85","118.20","2.50M","0.55%"
"2020年12月23日","118.15","117.85","118.30","117.50","4.25M","0.13%"
"2020年12月22日","118.00","119.05","119.50","117.85","5.85M","-1.13%"
"2020年12月21日","119.35","118.25","119.40","117.50","4.40M","0.97%"
"2020年12月18日","118.20","118.55","118.70","118.00","2.59M","-0.34%"
"2020年12月17日","118.60","119.15","119.15","118.00","3.00M","-0.55%"
"2020年12月16日","119.25","117.90","119.30","117.85","13.38M","1.88%"
"2020年12月15日","117.05","117.95","118.00","116.75","9.66M","-1.01%"
"2020年12月14日","118.25","118.65","118.65","118.00","2.48M","-0.42%"
"2020年12月11日","118.75","118.80","119.15","117.25","4.80M","0.13%"
"2020年12月10日","118.60","119.15","119.15","118.05","8.42M","-1.21%"
"2020年12月9日","120.05","120.00","120.20","119.50","6.30M","0.00%"
"2020年12月8日","120.05","118.45","120.05","117.95","6.40M","1.39%"
"2020年12月7日","118.40","118.50","118.75","117.50","6.86M","0.94%"
"2020年12月4日","117.30","115.90","117.45","115.90","12.35M","1.65%"
"2020年12月3日","115.40","115.45","116.10","115.00","5.98M","0.00%"
"2020年12月2日","115.40","115.00","115.55","114.50","6.13M","0.96%"
"2020年12月1日","114.30","113.80","114.30","113.35","5.10M","0.88%"
"2020年11月30日","113.30","114.80","115.15","113.30","9.57M","-1.18%"
"2020年11月27日","114.65","114.50","114.85","114.10","5.33M","-0.17%"
"2020年11月26日","114.85","114.05","115.00","114.05","2.56M","0.79%"
"2020年11月25日","113.95","115.70","115.70","113.90","4.18M","-0.83%"
"2020年11月24日","114.90","115.95","115.95","114.75","6.18M","-0.48%"
"2020年11月23日","115.45","114.65","115.85","114.65","5.80M","1.27%"
"2020年11月20日","114.00","114.15","114.15","113.35","4.80M","-0.13%"
"2020年11月19日","114.15","114.45","114.55","113.80","4.51M","-0.17%"
"2020年11月18日","114.35","113.60","114.95","113.15","19.75M","0.66%"
"2020年11月17日","113.60","115.00","115.75","113.40","8.30M","0.71%"
"2020年11月16日","112.80","110.40","112.80","110.40","9.42M","3.25%"
"2020年11月13日","109.25","108.60","109.30","108.45","3.83M","0.41%"
"2020年11月12日","108.80","109.00","109.40","108.70","3.87M","0.05%"
"2020年11月11日","108.75","107.10","108.75","107.10","8.63M","1.54%"
"2020年11月10日","107.10","108.00","108.00","106.80","4.45M","-0.93%"
"2020年11月9日","108.10","107.75","108.40","107.25","11.43M","1.31%"
"2020年11月6日","106.70","106.35","107.05","106.30","6.32M","0.61%"
"2020年11月5日","106.05","106.20","106.40","105.55","4.33M","-0.09%"
"2020年11月4日","106.15","105.00","106.20","104.70","5.08M","1.48%"
"2020年11月3日","104.60","104.20","104.85","104.05","4.44M","1.16%"
"2020年11月2日","103.40","103.15","103.45","102.30","10.23M","0.39%"
"2020年10月30日","103.00","103.55","103.60","102.70","6.56M","-0.82%"
"2020年10月29日","103.85","104.00","104.10","103.25","7.19M","-1.10%"
"2020年10月28日","105.00","105.50","105.50","104.80","4.78M","-0.47%"
"2020年10月27日","105.50","105.75","105.75","105.15","3.44M","-0.57%"
"2020年10月26日","106.10","106.10","106.60","105.80","2.92M","0.00%"
"2020年10月23日","106.10","106.50","106.65","105.65","3.21M","0.00%"
"2020年10月22日","106.10","105.70","106.10","105.50","2.16M","0.14%"
"2020年10月21日","105.95","106.00","106.55","105.65","7.30M","-0.05%"
"2020年10月20日","106.00","106.40","106.45","106.00","1.41M","-0.56%"
"2020年10月19日","106.60","105.65","106.60","105.60","3.46M","1.28%"
"2020年10月16日","105.25","105.70","106.30","105.10","3.24M","-0.43%"
"2020年10月15日","105.70","106.50","106.50","105.10","4.55M","-0.94%"
"2020年10月14日","106.70","107.05","107.20","106.45","2.56M","-0.37%"
"2020年10月13日","107.10","107.35","107.60","106.20","5.41M","0.05%"
"2020年10月12日","107.05","106.70","107.70","106.70","9.84M","0.80%"
"2020年10月8日","106.20","105.45","106.35","105.30","13.47M","1.34%"
"2020年10月7日","104.80","104.00","105.00","103.50","4.01M","0.53%"
"2020年10月6日","104.25","104.00","104.35","103.85","6.88M","1.16%"
"2020年10月5日","103.05","103.45","104.05","103.00","5.91M","0.05%"
"2020年9月30日","103.00","102.75","103.45","102.60","3.55M","0.44%"
"2020年9月29日","102.55","102.75","103.25","102.15","3.76M","0.24%"
"2020年9月28日","102.30","101.35","102.30","101.00","6.03M","1.64%"
"2020年9月25日","100.65","100.75","101.45","100.05","9.50M","0.20%"
"2020年9月24日","100.45","101.55","101.80","100.25","15.78M","-2.43%"
"2020年9月23日","102.95","103.50","103.50","102.40","5.36M","-0.15%"
"2020年9月22日","103.10","104.30","104.30","102.95","6.64M","-1.29%"
"2020年9月21日","104.45","105.20","105.90","104.35","5.71M","-0.81%"
"2020年9月18日","105.30","105.40","105.70","104.85","4.95M","-0.09%"
"2020年9月17日","105.40","106.05","106.35","105.10","8.75M","-1.08%"
"2020年9月16日","106.55","106.55","107.00","106.35","14.86M","1.52%"
"2020年9月15日","104.95","104.45","105.20","104.25","5.44M","0.38%"
"2020年9月14日","104.55","103.50","104.55","103.25","5.75M","1.26%"
"2020年9月11日","103.25","103.20","103.35","102.80","2.91M","0.05%"
"2020年9月10日","103.20","102.80","103.35","102.60","3.58M","0.88%"
"2020年9月9日","102.30","101.75","102.35","101.15","6.27M","-0.68%"
"2020年9月8日","103.00","102.75","103.10","102.45","4.50M","0.59%"
"2020年9月7日","102.40","102.55","103.05","101.90","5.50M","-0.15%"
"2020年9月4日","102.55","102.00","102.70","101.90","5.92M","-0.73%"
"2020年9月3日","103.30","103.70","104.30","103.20","5.13M","0.29%"
"2020年9月2日","103.00","103.65","104.05","102.30","4.13M","-0.34%"
"2020年9月1日","103.35","102.45","103.35","101.85","5.74M","1.52%"
"2020年8月31日","101.80","104.10","104.25","101.80","5.76M","-1.64%"
"2020年8月28日","103.50","103.85","104.25","103.00","3.91M","-1.00%"
"2020年8月27日","104.55","105.10","105.70","104.45","5.71M","0.24%"
"2020年8月26日","104.30","104.00","104.35","103.60","2.67M","0.38%"
"2020年8月25日","103.90","103.45","104.35","103.35","3.61M","0.78%"
"2020年8月24日","103.10","102.85","103.55","102.30","3.72M","0.29%"
"2020年8月21日","102.80","102.15","103.00","101.70","8.13M","2.19%"
"2020年8月20日","100.60","103.80","103.80","98.70","18.74M","-3.50%"
"2020年8月19日","104.25","105.00","105.45","104.10","6.04M","-0.71%"
"2020年8月18日","105.00","105.70","105.90","104.65","3.75M","-0.57%"
"2020年8月17日","105.60","104.50","105.70","104.25","5.64M","1.05%"
"2020年8月14日","104.50","103.80","104.50","103.50","3.78M","0.24%"
"2020年8月13日","104.25","104.70","104.90","104.05","5.46M","0.97%"
"2020年8月12日","103.25","104.00","104.00","103.00","5.92M","-1.48%"
"2020年8月11日","104.80","105.40","105.65","104.75","3.20M","-0.76%"
"2020年8月10日","105.60","104.10","105.85","104.10","5.91M","0.91%"
"2020年8月7日","104.65","105.55","105.55","104.30","6.80M","-0.71%"
"2020年8月6日","105.40","105.45","105.95","104.85","7.43M","1.05%"
"2020年8月5日","104.30","104.10","104.50","103.75","5.11M","0.97%"
"2020年8月4日","103.30","102.55","103.35","102.55","4.80M","1.27%"
"2020年8月3日","102.00","103.45","103.50","102.00","7.26M","-1.73%"
"2020年7月31日","103.80","103.90","104.30","103.45","5.31M","-0.24%"
"2020年7月30日","104.05","104.20","105.00","103.30","6.59M","1.46%"
"2020年7月29日","102.55","102.80","103.80","102.10","9.64M","-1.01%"
"2020年7月28日","103.60","107.25","108.70","103.30","22.42M","0.29%"
"2020年7月27日","103.30","101.80","103.55","101.80","22.87M","4.87%"
"2020年7月24日","98.50","99.00","100.10","98.25","17.38M","-0.35%"
"2020年7月23日","98.85","98.85","98.90","98.10","6.01M","-0.10%"
"2020年7月22日","98.95","98.55","99.25","98.35","7.24M","0.25%"
"2020年7月21日","98.70","97.15","99.10","97.10","24.74M","1.70%"
"2020年7月20日","97.05","97.20","97.35","96.25","9.49M","-0.15%"
"2020年7月17日","97.20","97.05","97.70","96.70","18.01M","1.14%"
"2020年7月16日","96.10","97.00","97.00","95.85","7.63M","-0.98%"
"2020年7月15日","97.05","97.30","97.95","96.70","21.32M","0.41%"
"2020年7月14日","96.65","95.80","96.65","95.70","13.48M","0.62%"
"2020年7月13日","96.05","95.40","96.10","95.25","12.05M","1.48%"
"2020年7月10日","94.65","95.55","95.70","94.60","11.50M","-0.84%"
"2020年7月9日","95.45","95.70","95.85","95.15","7.24M","0.32%"
"2020年7月8日","95.15","94.50","95.40","94.40","11.15M","0.69%"
"2020年7月7日","94.50","95.00","95.50","94.10","13.93M","0.37%"
"2020年7月6日","94.15","93.20","94.30","93.20","14.47M","1.73%"
"2020年7月3日","92.55","92.10","92.75","92.10","14.98M","1.15%"
"2020年7月2日","91.50","90.65","91.50","90.60","7.60M","1.10%"
"2020年7月1日","90.50","89.95","90.90","89.95","9.98M","0.67%"
"2020年6月30日","89.90","89.55","89.95","89.40","8.04M","0.90%"
"2020年6月29日","89.10","89.25","89.60","88.65","9.79M","-1.00%"
"2020年6月24日","90.00","89.80","90.50","89.80","10.06M","0.61%"
"2020年6月23日","89.45","89.60","90.05","88.80","8.66M","0.45%"
"2020年6月22日","89.05","88.85","89.70","88.85","10.58M","0.23%"
"2020年6月19日","88.85","89.00","89.15","88.65","2.33M","-0.06%"
"2020年6月18日","88.90","89.05","89.30","88.35","5.04M","-0.11%"
"2020年6月17日","89.00","89.20","89.20","88.30","11.51M","0.11%"
"2020年6月16日","88.90","88.15","89.20","88.15","10.84M","2.18%"
"2020年6月15日","87.00","88.10","88.30","86.90","9.57M","-1.42%"
"2020年6月12日","88.25","87.25","88.50","87.10","21.56M","-0.90%"
"2020年6月11日","89.05","90.45","90.85","89.00","14.18M","-1.55%"
"2020年6月10日","90.45","89.65","90.70","89.55","11.00M","0.95%"
"2020年6月9日","89.60","89.60","89.80","88.95","11.36M","0.11%"
"2020年6月8日","89.50","88.90","89.80","88.80","15.55M","1.30%"
"2020年6月5日","88.35","87.70","88.35","87.70","9.92M","0.86%"
"2020年6月4日","87.60","87.50","87.75","87.15","15.04M","0.92%"
"2020年6月3日","86.80","86.15","86.90","86.10","18.12M","1.76%"
"2020年6月2日","85.30","85.00","85.50","85.00","11.95M","0.47%"
"2020年6月1日","84.90","84.45","85.15","84.40","8.37M","0.53%"
"2020年5月29日","84.45","83.40","84.45","83.00","5.32M","0.72%"
"2020年5月28日","83.85","84.90","84.90","83.55","7.48M","-0.59%"
"2020年5月27日","84.35","84.70","84.85","84.05","4.59M","-0.12%"
"2020年5月26日","84.45","84.25","84.65","83.85","15.45M","1.14%"
"2020年5月25日","83.50","83.15","83.50","82.15","5.25M","0.66%"
"2020年5月22日","82.95","83.80","83.90","82.90","13.35M","-1.83%"
"2020年5月21日","84.50","84.15","84.80","84.10","7.57M","0.84%"
"2020年5月20日","83.80","84.00","84.20","83.50","9.89M","-0.12%"
"2020年5月19日","83.90","84.40","84.50","83.65","5.48M","0.90%"
"2020年5月18日","83.15","83.05","83.45","82.80","8.27M","-0.83%"
"2020年5月15日","83.85","84.05","84.25","83.05","6.19M","0.66%"
"2020年5月14日","83.30","83.80","83.85","83.20","8.74M","-1.19%"
"2020年5月13日","84.30","83.70","84.40","83.60","4.97M","0.30%"
"2020年5月12日","84.05","84.60","84.60","83.65","11.55M","-1.18%"
"2020年5月11日","85.05","85.00","85.40","84.70","6.66M","0.83%"
"2020年5月8日","84.35","84.60","84.75","84.00","6.03M","0.60%"
"2020年5月7日","83.85","83.50","84.15","83.30","6.14M","0.42%"
"2020年5月6日","83.50","83.30","83.75","82.60","6.14M","0.12%"
"2020年5月5日","83.40","83.50","83.80","83.00","7.81M","0.48%"
"2020年5月4日","83.00","82.40","83.30","82.20","15.65M","-2.92%"
"2020年4月30日","85.50","84.45","85.50","84.40","18.79M","2.15%"
"2020年4月29日","83.70","83.05","83.90","82.95","11.87M","1.39%"
"2020年4月28日","82.55","82.90","82.90","82.00","7.56M","0.00%"
"2020年4月27日","82.55","82.15","82.60","81.65","13.92M","2.04%"
"2020年4月24日","80.90","80.80","81.00","80.45","5.76M","0.00%"
"2020年4月23日","80.90","81.15","82.00","80.30","13.30M","0.37%"
"2020年4月22日","80.60","80.00","80.60","79.50","10.90M","0.00%"
"2020年4月21日","80.60","82.65","82.65","80.50","21.08M","-2.89%"
"2020年4月20日","83.00","83.25","83.50","82.80","12.34M","-0.30%"
"2020年4月17日","83.25","83.00","84.00","82.70","34.53M","3.03%"
"2020年4月16日","80.80","80.20","81.10","80.05","12.41M","-0.49%"
"2020年4月15日","81.20","81.25","81.50","81.00","17.36M","0.31%"
"2020年4月14日","80.95","79.05","80.95","79.05","13.12M","2.73%"
"2020年4月13日","78.80","79.00","79.40","78.55","7.43M","-0.63%"
"2020年4月10日","79.30","79.00","79.35","78.70","5.82M","0.06%"
"2020年4月9日","79.25","79.85","80.10","78.85","15.65M","-0.44%"
"2020年4月8日","79.60","78.50","79.70","78.35","15.23M","1.40%"
"2020年4月7日","78.50","78.50","78.90","78.05","15.30M","1.88%"
"2020年4月6日","77.05","76.95","77.10","75.75","12.21M","1.52%"
"2020年4月1日","75.90","76.50","76.65","75.85","9.95M","-0.33%"
"2020年3月31日","76.15","76.80","77.20","75.60","9.76M","0.40%"
"2020年3月30日","75.85","74.70","76.15","74.05","13.61M","-0.98%"
"2020年3月27日","76.60","78.30","78.70","76.45","21.95M","-0.78%"
"2020年3月26日","77.20","77.40","77.45","76.00","19.22M","0.46%"
"2020年3月25日","76.85","76.80","77.45","76.10","32.69M","3.50%"
"2020年3月24日","74.25","73.85","75.30","73.70","26.76M","4.87%"
"2020年3月23日","70.80","71.00","72.10","69.55","22.47M","-4.32%"
"2020年3月20日","74.00","71.00","74.00","70.90","40.91M","7.95%"
"2020年3月19日","68.55","71.00","71.00","67.25","68.04M","-5.84%"
"2020年3月18日","72.80","74.95","75.25","72.80","46.79M","-2.74%"
"2020年3月17日","74.85","74.30","76.70","74.30","51.15M","-3.17%"
"2020年3月16日","77.30","80.00","80.40","76.95","33.81M","-4.57%"
"2020年3月13日","81.00","78.00","81.40","75.95","53.70M","-1.40%"
"2020年3月12日","82.15","84.50","84.50","81.15","44.91M","-3.69%"
"2020年3月11日","85.30","86.45","86.55","85.05","15.31M","-1.16%"
"2020年3月10日","86.30","85.00","86.30","84.90","23.78M","0.52%"
"2020年3月9日","85.85","86.80","86.80","85.60","27.73M","-2.83%"
"2020年3月6日","88.35","89.65","89.65","88.30","17.10M","-2.05%"
"2020年3月5日","90.20","89.80","90.25","89.75","9.79M","1.12%"
"2020年3月4日","89.20","88.80","89.20","88.40","8.44M","0.68%"
"2020年3月3日","88.60","88.85","88.95","88.25","11.07M","1.43%"
"2020年3月2日","87.35","87.50","88.25","86.85","27.89M","-1.47%"
"2020年2月27日","88.65","89.35","89.50","88.35","24.69M","-0.89%"
"2020年2月26日","89.45","89.15","89.75","88.90","15.08M","-1.00%"
"2020年2月25日","90.35","89.50","90.50","89.45","8.84M","0.28%"
"2020年2月24日","90.10","90.25","90.40","89.70","13.57M","-1.26%"
"2020年2月21日","91.25","91.65","91.95","90.95","5.40M","-0.49%"
"2020年2月20日","91.70","92.35","92.50","91.35","6.54M","-0.43%"
"2020年2月19日","92.10","91.15","92.25","91.05","7.95M","1.15%"
"2020年2月18日","91.05","91.40","91.60","91.00","12.53M","-1.35%"
"2020年2月17日","92.30","92.30","92.55","91.95","6.27M","-0.70%"
"2020年2月14日","92.95","92.80","93.25","92.55","4.99M","0.16%"
"2020年2月13日","92.80","93.00","93.25","92.70","5.75M","0.16%"
"2020年2月12日","92.65","92.00","92.90","92.00","5.64M","0.98%"
"2020年2月11日","91.75","91.35","91.95","91.35","5.12M","0.82%"
"2020年2月10日","91.00","90.00","91.20","89.60","7.31M","-0.22%"
"2020年2月7日","91.20","91.65","91.65","90.95","9.55M","-1.19%"
"2020年2月6日","92.30","91.65","92.30","91.35","10.70M","1.60%"
"2020年2月5日","90.85","91.00","91.30","90.30","6.70M","0.28%"
"2020年2月4日","90.60","89.45","90.95","89.20","8.90M","1.74%"
"2020年2月3日","89.05","88.50","89.15","87.60","15.82M","-1.00%"
"2020年1月31日","89.95","90.65","90.65","89.65","22.50M","-2.39%"
"2020年1月30日","92.15","95.00","95.00","92.15","32.26M","-5.68%"
"2020年1月20日","97.70","97.55","98.00","97.55","6.97M","0.41%"
"2020年1月17日","97.30","97.70","97.75","97.10","8.12M","0.00%"
"2020年1月16日","97.30","97.15","97.50","97.00","8.69M","-0.31%"
